lam,lr,kfac,dfac,beta,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
1e-05,0.0001,3,200,0.2,"[0.1921, 0.004]","[0.0931, 0.0029]","[0.0894, 0.0024]","[0.0864, 0.0022]","[0.0961, 0.0037]","[0.0742, 0.0015]","[0.0936, 0.0029]","[0.097, 0.0039]","[0.1334, 0.0046]","[0.1674, 0.0051]","[0.0529, 0.0028]","[0.3159, 0.0066]"
1e-05,0.001,3,200,0.2,"[0.1928, 0.004]","[0.0923, 0.0028]","[0.0895, 0.0024]","[0.087, 0.0022]","[0.097, 0.0037]","[0.0744, 0.0015]","[0.0944, 0.0029]","[0.0959, 0.0039]","[0.1343, 0.0046]","[0.168, 0.0051]","[0.054, 0.0029]","[0.3171, 0.0065]"
1e-05,0.01,3,200,0.2,"[0.1939, 0.004]","[0.0927, 0.0028]","[0.0898, 0.0024]","[0.0871, 0.0021]","[0.097, 0.0037]","[0.0745, 0.0015]","[0.0952, 0.003]","[0.0976, 0.0039]","[0.1362, 0.0047]","[0.1696, 0.0052]","[0.0542, 0.0029]","[0.3189, 0.0066]"
1e-05,0.005,3,200,0.2,"[0.1921, 0.004]","[0.0923, 0.0028]","[0.0895, 0.0024]","[0.0872, 0.0021]","[0.0957, 0.0037]","[0.0742, 0.0015]","[0.0942, 0.0029]","[0.0961, 0.0039]","[0.1343, 0.0047]","[0.168, 0.0051]","[0.0526, 0.0028]","[0.3154, 0.0065]"
0.0001,0.0001,5,200,0.2,"[0.1945, 0.0041]","[0.0938, 0.0029]","[0.0904, 0.0024]","[0.0874, 0.0022]","[0.096, 0.0037]","[0.0747, 0.0015]","[0.0945, 0.003]","[0.0984, 0.0039]","[0.1372, 0.0047]","[0.1708, 0.0052]","[0.054, 0.0029]","[0.3198, 0.0066]"
0.0001,0.001,5,200,0.2,"[0.1889, 0.0039]","[0.0922, 0.0028]","[0.0886, 0.0024]","[0.0856, 0.0021]","[0.0962, 0.0037]","[0.0729, 0.0015]","[0.0923, 0.0029]","[0.0944, 0.0038]","[0.1313, 0.0045]","[0.165, 0.0051]","[0.0526, 0.0028]","[0.3086, 0.0064]"
0.0001,0.01,5,200,0.2,"[0.1897, 0.0039]","[0.0955, 0.0029]","[0.0916, 0.0024]","[0.088, 0.0022]","[0.099, 0.0038]","[0.074, 0.0015]","[0.0957, 0.0029]","[0.0963, 0.0038]","[0.1319, 0.0044]","[0.1651, 0.005]","[0.0528, 0.0028]","[0.3056, 0.0062]"
0.0001,0.005,5,200,0.2,"[0.1896, 0.0039]","[0.0937, 0.0028]","[0.0903, 0.0024]","[0.0872, 0.0021]","[0.0973, 0.0038]","[0.074, 0.0015]","[0.0948, 0.0029]","[0.0961, 0.0038]","[0.1331, 0.0046]","[0.166, 0.0051]","[0.0529, 0.0028]","[0.307, 0.0063]"
0.001,0.0001,5,200,0.2,"[0.1942, 0.004]","[0.094, 0.0029]","[0.0909, 0.0024]","[0.0872, 0.0022]","[0.0956, 0.0037]","[0.0745, 0.0015]","[0.0943, 0.003]","[0.0985, 0.0039]","[0.1383, 0.0048]","[0.1708, 0.0053]","[0.0535, 0.0029]","[0.3191, 0.0066]"
0.001,0.001,5,200,0.2,"[0.1887, 0.0039]","[0.0921, 0.0029]","[0.0889, 0.0024]","[0.0859, 0.0022]","[0.0963, 0.0038]","[0.0734, 0.0015]","[0.0927, 0.0029]","[0.093, 0.0037]","[0.1308, 0.0045]","[0.1624, 0.005]","[0.0523, 0.0028]","[0.3071, 0.0063]"
0.001,0.01,5,200,0.2,"[0.1913, 0.004]","[0.0908, 0.0028]","[0.0879, 0.0024]","[0.085, 0.0021]","[0.0946, 0.0037]","[0.0727, 0.0014]","[0.0928, 0.0029]","[0.0971, 0.004]","[0.1359, 0.0047]","[0.1685, 0.0052]","[0.0536, 0.0029]","[0.3154, 0.0066]"
0.001,0.005,5,200,0.2,"[0.1926, 0.004]","[0.0906, 0.0028]","[0.088, 0.0024]","[0.0855, 0.0021]","[0.0965, 0.0037]","[0.0726, 0.0014]","[0.0928, 0.0029]","[0.0967, 0.0039]","[0.1348, 0.0047]","[0.1686, 0.0051]","[0.0547, 0.0029]","[0.3153, 0.0066]"
1e-05,0.0001,5,200,0.2,"[0.1941, 0.004]","[0.0936, 0.0029]","[0.0902, 0.0024]","[0.0873, 0.0022]","[0.096, 0.0037]","[0.0746, 0.0015]","[0.0946, 0.003]","[0.0991, 0.004]","[0.1376, 0.0047]","[0.1717, 0.0053]","[0.0541, 0.0029]","[0.3194, 0.0066]"
1e-05,0.001,5,200,0.2,"[0.1889, 0.0039]","[0.0939, 0.0029]","[0.0905, 0.0024]","[0.0876, 0.0022]","[0.0976, 0.0038]","[0.0741, 0.0015]","[0.0943, 0.0028]","[0.0941, 0.0038]","[0.1316, 0.0045]","[0.1641, 0.005]","[0.0526, 0.0028]","[0.3082, 0.0063]"
1e-05,0.01,5,200,0.2,"[0.1894, 0.0039]","[0.0943, 0.0029]","[0.0909, 0.0024]","[0.0877, 0.0022]","[0.0971, 0.0038]","[0.0744, 0.0015]","[0.0939, 0.0029]","[0.0945, 0.0038]","[0.1311, 0.0045]","[0.1639, 0.005]","[0.0509, 0.0027]","[0.3099, 0.0063]"
1e-05,0.005,5,200,0.2,"[0.1896, 0.0039]","[0.0933, 0.0028]","[0.0903, 0.0024]","[0.0871, 0.0021]","[0.0965, 0.0037]","[0.0736, 0.0015]","[0.0938, 0.0028]","[0.0951, 0.0038]","[0.1321, 0.0045]","[0.1658, 0.005]","[0.0523, 0.0028]","[0.309, 0.0063]"
0.0001,0.0001,7,200,0.2,"[0.1952, 0.0041]","[0.095, 0.0029]","[0.0914, 0.0025]","[0.0887, 0.0022]","[0.0986, 0.0038]","[0.0748, 0.0015]","[0.0959, 0.003]","[0.0994, 0.004]","[0.1384, 0.0047]","[0.1722, 0.0053]","[0.0555, 0.003]","[0.3191, 0.0066]"
0.0001,0.001,7,200,0.2,"[0.1866, 0.0039]","[0.0923, 0.0029]","[0.0885, 0.0024]","[0.0858, 0.0021]","[0.096, 0.0037]","[0.0729, 0.0015]","[0.0928, 0.0028]","[0.0935, 0.0038]","[0.1297, 0.0045]","[0.1623, 0.005]","[0.0515, 0.0027]","[0.3049, 0.0063]"
0.0001,0.01,7,200,0.2,"[0.188, 0.0039]","[0.0936, 0.0028]","[0.0895, 0.0024]","[0.0863, 0.0021]","[0.0981, 0.0037]","[0.0729, 0.0015]","[0.0923, 0.0028]","[0.0941, 0.0038]","[0.1311, 0.0045]","[0.1636, 0.005]","[0.0524, 0.0028]","[0.3055, 0.0063]"
0.0001,0.005,7,200,0.2,"[0.1856, 0.0039]","[0.0914, 0.0028]","[0.0885, 0.0024]","[0.0862, 0.0022]","[0.0965, 0.0038]","[0.0727, 0.0015]","[0.0927, 0.0028]","[0.093, 0.0038]","[0.1295, 0.0045]","[0.1618, 0.005]","[0.0523, 0.0028]","[0.3001, 0.0062]"
0.001,0.0001,7,200,0.2,"[0.1954, 0.004]","[0.0949, 0.0029]","[0.0913, 0.0025]","[0.0886, 0.0022]","[0.0979, 0.0038]","[0.075, 0.0015]","[0.0953, 0.003]","[0.0995, 0.004]","[0.138, 0.0047]","[0.1724, 0.0053]","[0.0548, 0.0029]","[0.3209, 0.0066]"
0.001,0.001,7,200,0.2,"[0.1906, 0.004]","[0.0943, 0.0029]","[0.0904, 0.0024]","[0.0872, 0.0022]","[0.0972, 0.0038]","[0.0738, 0.0015]","[0.0958, 0.003]","[0.096, 0.0038]","[0.132, 0.0045]","[0.1641, 0.005]","[0.0532, 0.0028]","[0.3083, 0.0063]"
0.001,0.01,7,200,0.2,"[0.1855, 0.0039]","[0.0905, 0.0028]","[0.088, 0.0024]","[0.0848, 0.0021]","[0.0967, 0.0037]","[0.0723, 0.0015]","[0.0927, 0.0029]","[0.0914, 0.0037]","[0.1278, 0.0044]","[0.1588, 0.0048]","[0.0519, 0.0028]","[0.3006, 0.0062]"
0.001,0.005,7,200,0.2,"[0.1866, 0.0039]","[0.0922, 0.0028]","[0.0885, 0.0024]","[0.0854, 0.0021]","[0.0988, 0.0038]","[0.0724, 0.0015]","[0.0948, 0.0029]","[0.0934, 0.0037]","[0.1287, 0.0044]","[0.1593, 0.0049]","[0.0535, 0.0028]","[0.3008, 0.0062]"
1e-05,0.0001,7,200,0.2,"[0.1944, 0.004]","[0.0942, 0.0028]","[0.091, 0.0024]","[0.088, 0.0022]","[0.0977, 0.0038]","[0.0744, 0.0015]","[0.0951, 0.003]","[0.0991, 0.004]","[0.1378, 0.0047]","[0.1718, 0.0052]","[0.0547, 0.0029]","[0.319, 0.0066]"
1e-05,0.001,7,200,0.2,"[0.1894, 0.0039]","[0.0926, 0.0028]","[0.0882, 0.0024]","[0.0858, 0.0021]","[0.0967, 0.0037]","[0.0734, 0.0015]","[0.0936, 0.0029]","[0.0949, 0.0038]","[0.1301, 0.0045]","[0.1634, 0.005]","[0.0524, 0.0028]","[0.3086, 0.0064]"
1e-05,0.01,7,200,0.2,"[0.1875, 0.0039]","[0.0919, 0.0028]","[0.0895, 0.0024]","[0.0865, 0.0021]","[0.0963, 0.0037]","[0.0729, 0.0015]","[0.0938, 0.0029]","[0.0935, 0.0038]","[0.1307, 0.0045]","[0.1633, 0.005]","[0.0524, 0.0027]","[0.3041, 0.0062]"
1e-05,0.005,7,200,0.2,"[0.1888, 0.0039]","[0.0938, 0.0028]","[0.09, 0.0024]","[0.0873, 0.0021]","[0.0985, 0.0038]","[0.0732, 0.0015]","[0.0944, 0.0028]","[0.0951, 0.0038]","[0.1328, 0.0045]","[0.165, 0.005]","[0.0527, 0.0028]","[0.3054, 0.0063]"
0.0001,0.0001,3,50,0.6,"[0.1851, 0.0039]","[0.0889, 0.0027]","[0.0857, 0.0023]","[0.084, 0.0021]","[0.0942, 0.0037]","[0.0716, 0.0014]","[0.0908, 0.0029]","[0.0916, 0.0037]","[0.1283, 0.0044]","[0.1613, 0.0049]","[0.051, 0.0027]","[0.3038, 0.0064]"
0.0001,0.001,3,50,0.6,"[0.1859, 0.0039]","[0.0886, 0.0027]","[0.0856, 0.0023]","[0.0838, 0.0021]","[0.0914, 0.0036]","[0.072, 0.0014]","[0.09, 0.0028]","[0.092, 0.0038]","[0.128, 0.0044]","[0.161, 0.0049]","[0.0503, 0.0028]","[0.3065, 0.0064]"
0.0001,0.01,3,50,0.6,"[0.1875, 0.0039]","[0.0884, 0.0027]","[0.0859, 0.0023]","[0.0835, 0.002]","[0.0928, 0.0036]","[0.0716, 0.0014]","[0.0911, 0.0029]","[0.093, 0.0038]","[0.1294, 0.0044]","[0.1634, 0.005]","[0.0523, 0.0028]","[0.3085, 0.0064]"
0.0001,0.005,3,50,0.6,"[0.1842, 0.0039]","[0.087, 0.0027]","[0.0839, 0.0023]","[0.0813, 0.002]","[0.0896, 0.0036]","[0.0703, 0.0014]","[0.0886, 0.0028]","[0.0919, 0.0038]","[0.1277, 0.0044]","[0.161, 0.005]","[0.0502, 0.0028]","[0.3047, 0.0065]"
0.001,0.0001,3,50,0.6,"[0.1857, 0.0039]","[0.0895, 0.0028]","[0.0865, 0.0023]","[0.084, 0.0021]","[0.0933, 0.0037]","[0.072, 0.0015]","[0.0908, 0.0028]","[0.0925, 0.0037]","[0.129, 0.0044]","[0.1615, 0.0049]","[0.0508, 0.0027]","[0.3056, 0.0064]"
0.001,0.001,3,50,0.6,"[0.1862, 0.0039]","[0.0886, 0.0027]","[0.0863, 0.0023]","[0.0836, 0.0021]","[0.0931, 0.0037]","[0.0718, 0.0014]","[0.09, 0.0028]","[0.0931, 0.0038]","[0.13, 0.0045]","[0.1623, 0.005]","[0.0521, 0.0028]","[0.3057, 0.0064]"
0.001,0.01,3,50,0.6,"[0.1859, 0.0039]","[0.0889, 0.0027]","[0.0856, 0.0023]","[0.0829, 0.002]","[0.0941, 0.0036]","[0.0711, 0.0014]","[0.0896, 0.0028]","[0.0937, 0.0038]","[0.1303, 0.0045]","[0.1629, 0.005]","[0.0523, 0.0028]","[0.3068, 0.0065]"
0.001,0.005,3,50,0.6,"[0.186, 0.004]","[0.0872, 0.0027]","[0.0846, 0.0023]","[0.0824, 0.002]","[0.092, 0.0037]","[0.071, 0.0014]","[0.0905, 0.0029]","[0.0929, 0.0039]","[0.1287, 0.0045]","[0.1614, 0.005]","[0.0519, 0.0028]","[0.3061, 0.0065]"
1e-05,0.0001,3,50,0.6,"[0.1853, 0.0039]","[0.089, 0.0027]","[0.0861, 0.0023]","[0.0839, 0.0021]","[0.0936, 0.0037]","[0.0716, 0.0014]","[0.0902, 0.0028]","[0.0921, 0.0037]","[0.1294, 0.0045]","[0.1617, 0.005]","[0.0512, 0.0027]","[0.3052, 0.0064]"
1e-05,0.001,3,50,0.6,"[0.1863, 0.0039]","[0.0893, 0.0027]","[0.0859, 0.0023]","[0.0835, 0.0021]","[0.0916, 0.0036]","[0.0717, 0.0014]","[0.091, 0.0029]","[0.094, 0.0038]","[0.1303, 0.0045]","[0.1619, 0.005]","[0.0515, 0.0028]","[0.3073, 0.0065]"
1e-05,0.01,3,50,0.6,"[0.1861, 0.0039]","[0.0883, 0.0027]","[0.0856, 0.0023]","[0.0826, 0.002]","[0.0927, 0.0036]","[0.0706, 0.0014]","[0.0906, 0.0029]","[0.0928, 0.0038]","[0.1299, 0.0045]","[0.1628, 0.005]","[0.0521, 0.0028]","[0.3071, 0.0065]"
1e-05,0.005,3,50,0.6,"[0.1856, 0.0039]","[0.0883, 0.0027]","[0.0853, 0.0023]","[0.0829, 0.002]","[0.0917, 0.0036]","[0.0709, 0.0014]","[0.0905, 0.0028]","[0.0937, 0.0038]","[0.13, 0.0045]","[0.1623, 0.005]","[0.0517, 0.0028]","[0.3062, 0.0065]"
0.0001,0.0001,5,50,0.6,"[0.1872, 0.0039]","[0.0903, 0.0028]","[0.0874, 0.0024]","[0.0849, 0.0021]","[0.0936, 0.0037]","[0.0722, 0.0014]","[0.0906, 0.0028]","[0.0941, 0.0038]","[0.1305, 0.0045]","[0.163, 0.005]","[0.0513, 0.0028]","[0.3085, 0.0065]"
0.0001,0.001,5,50,0.6,"[0.1883, 0.004]","[0.0886, 0.0027]","[0.0871, 0.0023]","[0.0847, 0.0021]","[0.0933, 0.0036]","[0.0723, 0.0015]","[0.0916, 0.0029]","[0.0933, 0.0039]","[0.1311, 0.0045]","[0.1651, 0.0051]","[0.0521, 0.0028]","[0.3084, 0.0065]"
0.0001,0.01,5,50,0.6,"[0.1849, 0.0039]","[0.088, 0.0027]","[0.0842, 0.0022]","[0.0816, 0.002]","[0.092, 0.0036]","[0.0701, 0.0014]","[0.0886, 0.0028]","[0.0934, 0.0038]","[0.1302, 0.0046]","[0.1626, 0.0051]","[0.0512, 0.0028]","[0.3047, 0.0065]"
0.0001,0.005,5,50,0.6,"[0.184, 0.0039]","[0.086, 0.0027]","[0.0835, 0.0022]","[0.0811, 0.002]","[0.0905, 0.0036]","[0.0701, 0.0014]","[0.0883, 0.0028]","[0.0926, 0.0039]","[0.1282, 0.0045]","[0.1606, 0.005]","[0.0506, 0.0028]","[0.3039, 0.0065]"
0.001,0.0001,5,50,0.6,"[0.1874, 0.0039]","[0.0908, 0.0028]","[0.0877, 0.0024]","[0.0846, 0.0021]","[0.0948, 0.0037]","[0.0725, 0.0015]","[0.0917, 0.0029]","[0.0933, 0.0038]","[0.1312, 0.0045]","[0.1627, 0.005]","[0.0519, 0.0028]","[0.3084, 0.0064]"
0.001,0.001,5,50,0.6,"[0.1892, 0.0039]","[0.0918, 0.0028]","[0.0885, 0.0024]","[0.0858, 0.0021]","[0.0952, 0.0037]","[0.0732, 0.0015]","[0.093, 0.0029]","[0.0953, 0.0038]","[0.1316, 0.0045]","[0.1643, 0.005]","[0.0521, 0.0028]","[0.3077, 0.0063]"
0.001,0.01,5,50,0.6,"[0.1885, 0.004]","[0.0923, 0.0028]","[0.0885, 0.0023]","[0.0858, 0.0021]","[0.0959, 0.0037]","[0.0724, 0.0014]","[0.0941, 0.0029]","[0.0955, 0.0039]","[0.1318, 0.0046]","[0.1645, 0.0051]","[0.0528, 0.0028]","[0.306, 0.0064]"
0.001,0.005,5,50,0.6,"[0.1845, 0.0039]","[0.0867, 0.0027]","[0.0832, 0.0023]","[0.0804, 0.002]","[0.0898, 0.0036]","[0.0698, 0.0014]","[0.0893, 0.0029]","[0.0931, 0.0038]","[0.1285, 0.0045]","[0.1608, 0.005]","[0.0513, 0.0028]","[0.3075, 0.0066]"
1e-05,0.0001,5,50,0.6,"[0.1865, 0.0039]","[0.0904, 0.0028]","[0.0874, 0.0024]","[0.084, 0.0021]","[0.0936, 0.0037]","[0.0722, 0.0015]","[0.0905, 0.0028]","[0.093, 0.0038]","[0.1307, 0.0045]","[0.1622, 0.005]","[0.0509, 0.0028]","[0.3071, 0.0064]"
1e-05,0.001,5,50,0.6,"[0.1897, 0.004]","[0.0904, 0.0027]","[0.0869, 0.0023]","[0.0849, 0.0021]","[0.0958, 0.0037]","[0.073, 0.0015]","[0.0929, 0.0029]","[0.0947, 0.0038]","[0.131, 0.0045]","[0.1649, 0.005]","[0.0535, 0.0028]","[0.3112, 0.0065]"
1e-05,0.01,5,50,0.6,"[0.1863, 0.0039]","[0.0911, 0.0028]","[0.0881, 0.0023]","[0.0844, 0.0021]","[0.0944, 0.0037]","[0.0716, 0.0014]","[0.0919, 0.0028]","[0.0939, 0.0038]","[0.1318, 0.0045]","[0.1639, 0.005]","[0.0512, 0.0027]","[0.3024, 0.0063]"
1e-05,0.005,5,50,0.6,"[0.1852, 0.004]","[0.0872, 0.0027]","[0.0844, 0.0023]","[0.0816, 0.002]","[0.0892, 0.0036]","[0.0703, 0.0014]","[0.0899, 0.0029]","[0.0935, 0.0038]","[0.1298, 0.0045]","[0.1621, 0.005]","[0.0514, 0.0028]","[0.306, 0.0065]"
0.0001,0.0001,7,50,0.6,"[0.1893, 0.0039]","[0.0915, 0.0028]","[0.0888, 0.0024]","[0.0863, 0.0021]","[0.0973, 0.0038]","[0.073, 0.0015]","[0.0931, 0.0029]","[0.0944, 0.0038]","[0.1319, 0.0045]","[0.1658, 0.0051]","[0.0533, 0.0029]","[0.3099, 0.0064]"
0.0001,0.001,7,50,0.6,"[0.1899, 0.004]","[0.0921, 0.0028]","[0.0884, 0.0024]","[0.0857, 0.0021]","[0.0962, 0.0037]","[0.073, 0.0015]","[0.0935, 0.0029]","[0.096, 0.0039]","[0.1323, 0.0046]","[0.1657, 0.0051]","[0.0534, 0.0028]","[0.3097, 0.0064]"
0.0001,0.01,7,50,0.6,"[0.187, 0.004]","[0.0907, 0.0027]","[0.0875, 0.0023]","[0.0845, 0.0021]","[0.0941, 0.0036]","[0.0715, 0.0014]","[0.0919, 0.0028]","[0.0953, 0.0039]","[0.1309, 0.0045]","[0.1643, 0.0051]","[0.0529, 0.0029]","[0.3033, 0.0064]"
0.0001,0.005,7,50,0.6,"[0.1855, 0.0039]","[0.0908, 0.0028]","[0.0873, 0.0023]","[0.0842, 0.0021]","[0.0965, 0.0037]","[0.0712, 0.0014]","[0.0932, 0.0029]","[0.0936, 0.0038]","[0.1296, 0.0045]","[0.1613, 0.005]","[0.0533, 0.0029]","[0.3004, 0.0063]"
0.001,0.0001,7,50,0.6,"[0.1883, 0.0039]","[0.0917, 0.0028]","[0.0885, 0.0024]","[0.0857, 0.0021]","[0.0954, 0.0038]","[0.0725, 0.0015]","[0.0919, 0.0029]","[0.0949, 0.0038]","[0.1314, 0.0045]","[0.1645, 0.0051]","[0.0516, 0.0028]","[0.3076, 0.0064]"
0.001,0.001,7,50,0.6,"[0.1895, 0.004]","[0.0927, 0.0028]","[0.0895, 0.0024]","[0.0862, 0.0021]","[0.0976, 0.0037]","[0.0727, 0.0015]","[0.0939, 0.0029]","[0.0966, 0.0039]","[0.134, 0.0046]","[0.166, 0.0051]","[0.0539, 0.0029]","[0.3066, 0.0064]"
0.001,0.01,7,50,0.6,"[0.1843, 0.0039]","[0.0902, 0.0028]","[0.087, 0.0024]","[0.0836, 0.0021]","[0.0939, 0.0037]","[0.0707, 0.0014]","[0.0921, 0.0029]","[0.0933, 0.0038]","[0.1297, 0.0045]","[0.1605, 0.005]","[0.0514, 0.0028]","[0.2993, 0.0063]"
0.001,0.005,7,50,0.6,"[0.1873, 0.004]","[0.0909, 0.0028]","[0.0872, 0.0023]","[0.084, 0.0021]","[0.0952, 0.0037]","[0.071, 0.0014]","[0.0932, 0.0029]","[0.0962, 0.0039]","[0.1326, 0.0046]","[0.1645, 0.0051]","[0.0531, 0.0028]","[0.3024, 0.0064]"
1e-05,0.0001,7,50,0.6,"[0.1881, 0.0039]","[0.0921, 0.0028]","[0.0889, 0.0024]","[0.0855, 0.0021]","[0.0961, 0.0038]","[0.0728, 0.0015]","[0.0925, 0.0029]","[0.095, 0.0038]","[0.1312, 0.0045]","[0.1636, 0.005]","[0.0521, 0.0028]","[0.3084, 0.0064]"
1e-05,0.001,7,50,0.6,"[0.1891, 0.004]","[0.0924, 0.0028]","[0.0894, 0.0024]","[0.0861, 0.0021]","[0.0963, 0.0037]","[0.0726, 0.0015]","[0.0938, 0.0029]","[0.0965, 0.0039]","[0.1348, 0.0046]","[0.1662, 0.0051]","[0.053, 0.0028]","[0.306, 0.0064]"
1e-05,0.01,7,50,0.6,"[0.1841, 0.0039]","[0.0896, 0.0027]","[0.0866, 0.0023]","[0.0835, 0.0021]","[0.0944, 0.0036]","[0.0709, 0.0014]","[0.0912, 0.0028]","[0.0931, 0.0038]","[0.1295, 0.0045]","[0.1611, 0.005]","[0.0519, 0.0028]","[0.2987, 0.0062]"
1e-05,0.005,7,50,0.6,"[0.1867, 0.0039]","[0.0902, 0.0027]","[0.0872, 0.0023]","[0.0846, 0.0021]","[0.0955, 0.0037]","[0.0719, 0.0014]","[0.093, 0.0029]","[0.095, 0.0038]","[0.1315, 0.0045]","[0.1634, 0.005]","[0.0531, 0.0028]","[0.3031, 0.0063]"
0.0001,0.0001,3,100,0.6,"[0.1883, 0.0039]","[0.0908, 0.0028]","[0.0877, 0.0024]","[0.0851, 0.0021]","[0.094, 0.0036]","[0.0728, 0.0015]","[0.0923, 0.0029]","[0.0942, 0.0039]","[0.1317, 0.0045]","[0.1646, 0.0051]","[0.0517, 0.0028]","[0.3093, 0.0065]"
0.0001,0.001,3,100,0.6,"[0.1912, 0.004]","[0.0917, 0.0028]","[0.0883, 0.0024]","[0.086, 0.0021]","[0.0939, 0.0036]","[0.074, 0.0015]","[0.0934, 0.0029]","[0.0949, 0.0038]","[0.1311, 0.0045]","[0.165, 0.005]","[0.0523, 0.0028]","[0.3146, 0.0065]"
0.0001,0.01,3,100,0.6,"[0.1907, 0.0039]","[0.0923, 0.0028]","[0.0889, 0.0024]","[0.0866, 0.0021]","[0.0955, 0.0037]","[0.0735, 0.0014]","[0.0931, 0.0029]","[0.0967, 0.0038]","[0.1347, 0.0046]","[0.1683, 0.0051]","[0.0528, 0.0028]","[0.3132, 0.0064]"
0.0001,0.005,3,100,0.6,"[0.1902, 0.0039]","[0.0906, 0.0028]","[0.088, 0.0023]","[0.0855, 0.0021]","[0.0951, 0.0037]","[0.0735, 0.0014]","[0.0929, 0.0029]","[0.0953, 0.0039]","[0.1328, 0.0046]","[0.1669, 0.0051]","[0.0529, 0.0028]","[0.3135, 0.0065]"
0.001,0.0001,3,100,0.6,"[0.1885, 0.0039]","[0.0903, 0.0028]","[0.0872, 0.0024]","[0.0852, 0.0021]","[0.0928, 0.0036]","[0.0728, 0.0015]","[0.0922, 0.0029]","[0.0944, 0.0038]","[0.1318, 0.0045]","[0.1655, 0.0051]","[0.0515, 0.0028]","[0.31, 0.0065]"
0.001,0.001,3,100,0.6,"[0.1901, 0.0039]","[0.0913, 0.0028]","[0.0878, 0.0024]","[0.0858, 0.0022]","[0.0955, 0.0037]","[0.0738, 0.0015]","[0.0933, 0.0029]","[0.0943, 0.0038]","[0.1304, 0.0045]","[0.1645, 0.005]","[0.0524, 0.0028]","[0.313, 0.0065]"
0.001,0.01,3,100,0.6,"[0.1897, 0.0039]","[0.0921, 0.0028]","[0.0889, 0.0024]","[0.0865, 0.0021]","[0.096, 0.0037]","[0.0732, 0.0014]","[0.0923, 0.0028]","[0.0958, 0.0039]","[0.1327, 0.0046]","[0.1662, 0.0051]","[0.0527, 0.0028]","[0.3111, 0.0064]"
0.001,0.005,3,100,0.6,"[0.1896, 0.004]","[0.0911, 0.0028]","[0.0875, 0.0024]","[0.0844, 0.0021]","[0.0951, 0.0037]","[0.0723, 0.0014]","[0.091, 0.0029]","[0.0953, 0.0039]","[0.1328, 0.0046]","[0.1648, 0.0051]","[0.0529, 0.0028]","[0.3126, 0.0065]"
1e-05,0.0001,3,100,0.6,"[0.1887, 0.004]","[0.0911, 0.0028]","[0.0876, 0.0024]","[0.0853, 0.0021]","[0.0941, 0.0037]","[0.0726, 0.0015]","[0.0921, 0.0029]","[0.0953, 0.0039]","[0.1315, 0.0045]","[0.1662, 0.0051]","[0.052, 0.0028]","[0.3107, 0.0065]"
1e-05,0.001,3,100,0.6,"[0.1911, 0.004]","[0.0917, 0.0028]","[0.0885, 0.0024]","[0.086, 0.0021]","[0.0949, 0.0037]","[0.074, 0.0015]","[0.0942, 0.003]","[0.0945, 0.0038]","[0.1321, 0.0046]","[0.1664, 0.0051]","[0.0531, 0.0029]","[0.3149, 0.0065]"
1e-05,0.01,3,100,0.6,"[0.1912, 0.0039]","[0.0925, 0.0028]","[0.0882, 0.0023]","[0.0858, 0.0021]","[0.0966, 0.0036]","[0.0733, 0.0014]","[0.0926, 0.0029]","[0.0959, 0.0038]","[0.1333, 0.0046]","[0.1672, 0.0051]","[0.0533, 0.0028]","[0.3129, 0.0064]"
1e-05,0.005,3,100,0.6,"[0.1912, 0.004]","[0.0921, 0.0028]","[0.0884, 0.0024]","[0.0862, 0.0021]","[0.0956, 0.0037]","[0.0734, 0.0014]","[0.0931, 0.0029]","[0.0973, 0.0039]","[0.1332, 0.0046]","[0.1674, 0.0051]","[0.0532, 0.0028]","[0.3133, 0.0065]"
0.0001,0.0001,5,100,0.6,"[0.1907, 0.004]","[0.0923, 0.0028]","[0.0886, 0.0024]","[0.0856, 0.0021]","[0.0949, 0.0037]","[0.0729, 0.0015]","[0.0921, 0.0029]","[0.0972, 0.0039]","[0.1353, 0.0047]","[0.1677, 0.0052]","[0.0531, 0.0028]","[0.3139, 0.0066]"
0.0001,0.001,5,100,0.6,"[0.1926, 0.004]","[0.0923, 0.0028]","[0.0894, 0.0024]","[0.0869, 0.0022]","[0.096, 0.0037]","[0.0741, 0.0015]","[0.0942, 0.003]","[0.0963, 0.0039]","[0.1352, 0.0047]","[0.1693, 0.0052]","[0.053, 0.0028]","[0.316, 0.0066]"
0.0001,0.01,5,100,0.6,"[0.1917, 0.004]","[0.0914, 0.0028]","[0.0879, 0.0023]","[0.0853, 0.0021]","[0.0957, 0.0037]","[0.0735, 0.0014]","[0.0922, 0.0029]","[0.0966, 0.0039]","[0.1346, 0.0046]","[0.1671, 0.0051]","[0.0529, 0.0028]","[0.3147, 0.0065]"
0.0001,0.005,5,100,0.6,"[0.1896, 0.004]","[0.0905, 0.0028]","[0.0873, 0.0023]","[0.0847, 0.0021]","[0.0948, 0.0037]","[0.0728, 0.0014]","[0.0916, 0.0029]","[0.0955, 0.0039]","[0.1328, 0.0046]","[0.1666, 0.0051]","[0.0527, 0.0028]","[0.3118, 0.0065]"
